Benbarco,2425
Anfura,2825
Pijama,3350
Tatanga,2500
Blob,2575
Lordpires,2875
LaleYenda,3500
Salchichon,2875
Xyrix,3200
Shinecita,2225
Endtime,2925
Risofed,3875
Thanatos,3000
Cold,3225
Awe,3025
Renji,2475
Tuhermana,3200
Merlin,2425
Saga,3225
Exilos,2625
